time,filtered_emg,gesture
34.847,19,Hand is at Rest
34.897,24,Hand is at Rest
34.948,32,Hand is at Rest
34.999,44,Hand is at Rest
35.049,59,Hand is at Rest
35.099,72,Hand is at Rest
35.15,92,Hand is at Rest
35.201,95,Hand is at Rest
35.251,95,Hand is at Rest
35.302,99,Hand is at Rest
35.352,105,Hand is at Rest
35.402,101,Hand is at Rest
35.453,91,Hand is at Rest
35.504,87,Hand is at Rest
35.554,79,Hand is at Rest
35.605,77,Hand is at Rest
35.655,74,Hand is at Rest
35.705,89,Hand is at Rest
35.757,107,Hand is at Rest
35.807,119,Hand is Moving
35.857,124,Hand is Moving
35.908,137,Hand is Moving
35.958,150,Hand is Moving
36.008,151,Hand is Moving
36.06,148,Hand is Moving
36.11,138,Hand is Moving
36.16,124,Hand is Moving
36.211,107,Hand is at Rest
36.261,89,Hand is at Rest
36.312,71,Hand is at Rest
36.363,55,Hand is at Rest
36.413,40,Hand is at Rest
36.463,28,Hand is at Rest
36.514,19,Hand is at Rest
36.564,15,Hand is at Rest
36.615,13,Hand is at Rest
36.666,11,Hand is at Rest
36.716,10,Hand is at Rest
36.766,9,Hand is at Rest
36.817,10,Hand is at Rest
36.868,11,Hand is at Rest
36.918,12,Hand is at Rest
36.969,10,Hand is at Rest
37.019,10,Hand is at Rest
37.069,10,Hand is at Rest
37.121,10,Hand is at Rest
37.171,10,Hand is at Rest
37.221,9,Hand is at Rest
37.272,8,Hand is at Rest
37.322,8,Hand is at Rest
37.372,8,Hand is at Rest
37.424,10,Hand is at Rest
37.474,10,Hand is at Rest
37.524,11,Hand is at Rest
37.575,11,Hand is at Rest
37.625,10,Hand is at Rest
37.676,10,Hand is at Rest
37.727,10,Hand is at Rest
37.777,9,Hand is at Rest
37.827,9,Hand is at Rest
37.878,8,Hand is at Rest
37.928,7,Hand is at Rest
37.979,8,Hand is at Rest
38.03,8,Hand is at Rest
38.08,8,Hand is at Rest
38.13,7,Hand is at Rest
38.181,7,Hand is at Rest
38.232,9,Hand is at Rest
38.282,10,Hand is at Rest
38.333,14,Hand is at Rest
38.383,20,Hand is at Rest
38.433,25,Hand is at Rest
38.484,25,Hand is at Rest
38.535,25,Hand is at Rest
38.585,26,Hand is at Rest
38.636,30,Hand is at Rest
38.686,31,Hand is at Rest
38.736,32,Hand is at Rest
38.788,34,Hand is at Rest
38.838,32,Hand is at Rest
38.888,29,Hand is at Rest
38.939,29,Hand is at Rest
38.989,34,Hand is at Rest
39.04,41,Hand is at Rest
39.091,49,Hand is at Rest
39.141,50,Hand is at Rest
39.191,52,Hand is at Rest
39.242,50,Hand is at Rest
39.292,49,Hand is at Rest
39.343,51,Hand is at Rest
39.394,49,Hand is at Rest
39.444,48,Hand is at Rest
39.494,45,Hand is at Rest
39.545,37,Hand is at Rest
39.596,33,Hand is at Rest
39.646,32,Hand is at Rest
39.697,36,Hand is at Rest
39.747,43,Hand is at Rest
39.797,53,Hand is at Rest
39.848,64,Hand is at Rest
39.899,75,Hand is at Rest
39.949,82,Hand is at Rest
40.0,90,Hand is at Rest
40.05,97,Hand is at Rest
40.1,101,Hand is at Rest
40.152,100,Hand is at Rest
40.202,94,Hand is at Rest
40.252,88,Hand is at Rest
40.303,76,Hand is at Rest
40.353,62,Hand is at Rest
40.403,49,Hand is at Rest
40.455,38,Hand is at Rest
40.505,27,Hand is at Rest
40.555,18,Hand is at Rest
40.606,9,Hand is at Rest
40.656,6,Hand is at Rest
40.707,4,Hand is at Rest
40.758,3,Hand is at Rest
40.808,3,Hand is at Rest
40.858,2,Hand is at Rest
40.909,3,Hand is at Rest
40.96,2,Hand is at Rest
41.01,3,Hand is at Rest
41.061,3,Hand is at Rest
41.111,3,Hand is at Rest
41.161,3,Hand is at Rest
41.212,3,Hand is at Rest
41.263,3,Hand is at Rest
41.313,3,Hand is at Rest
41.364,3,Hand is at Rest
41.414,3,Hand is at Rest
41.464,3,Hand is at Rest
41.516,2,Hand is at Rest
41.566,2,Hand is at Rest
41.616,2,Hand is at Rest
41.667,3,Hand is at Rest
41.717,4,Hand is at Rest
41.767,3,Hand is at Rest
41.819,3,Hand is at Rest
41.869,3,Hand is at Rest
41.919,3,Hand is at Rest
41.97,4,Hand is at Rest
42.02,4,Hand is at Rest
42.071,5,Hand is at Rest
42.122,5,Hand is at Rest
42.172,5,Hand is at Rest
42.222,6,Hand is at Rest
42.273,9,Hand is at Rest
42.323,15,Hand is at Rest
42.374,20,Hand is at Rest
42.425,29,Hand is at Rest
42.475,50,Hand is at Rest
42.525,78,Hand is at Rest
42.576,112,Hand is Moving
42.627,135,Hand is Moving
42.677,166,Hand is Moving
42.728,198,Hand is Moving
42.778,214,Hand is Moving
42.828,221,Hand is Moving
42.88,217,Hand is Moving
42.93,217,Hand is Moving
42.98,206,Hand is Moving
43.031,199,Hand is Moving
43.081,190,Hand is Moving
43.131,194,Hand is Moving
43.183,194,Hand is Moving
43.233,188,Hand is Moving
43.283,195,Hand is Moving
43.334,208,Hand is Moving
43.384,223,Hand is Moving
43.435,224,Hand is Moving
43.486,220,Hand is Moving
43.536,201,Hand is Moving
43.586,179,Hand is Moving
43.637,152,Hand is Moving
43.687,122,Hand is Moving
43.738,94,Hand is at Rest
43.789,70,Hand is at Rest
43.839,44,Hand is at Rest
43.889,27,Hand is at Rest
43.94,17,Hand is at Rest
43.991,12,Hand is at Rest
44.041,11,Hand is at Rest
44.092,9,Hand is at Rest
44.142,10,Hand is at Rest
44.192,10,Hand is at Rest
44.243,12,Hand is at Rest
44.294,13,Hand is at Rest
44.344,13,Hand is at Rest
44.395,14,Hand is at Rest
44.445,13,Hand is at Rest
44.495,12,Hand is at Rest
44.547,11,Hand is at Rest
44.597,10,Hand is at Rest
44.647,10,Hand is at Rest
44.698,8,Hand is at Rest
44.748,7,Hand is at Rest
44.798,7,Hand is at Rest
44.85,6,Hand is at Rest
44.9,5,Hand is at Rest
44.95,7,Hand is at Rest
45.001,8,Hand is at Rest
45.051,8,Hand is at Rest
45.102,9,Hand is at Rest
45.153,9,Hand is at Rest
45.203,11,Hand is at Rest
45.253,11,Hand is at Rest
45.304,11,Hand is at Rest
45.355,10,Hand is at Rest
45.405,12,Hand is at Rest
45.456,12,Hand is at Rest
45.506,14,Hand is at Rest
45.556,20,Hand is at Rest
45.607,26,Hand is at Rest
45.658,38,Hand is at Rest
45.708,43,Hand is at Rest
45.759,42,Hand is at Rest
45.809,46,Hand is at Rest
45.859,56,Hand is at Rest
45.911,64,Hand is at Rest
45.961,77,Hand is at Rest
46.011,81,Hand is at Rest
46.062,75,Hand is at Rest
46.112,73,Hand is at Rest
46.162,72,Hand is at Rest
46.214,82,Hand is at Rest
46.264,99,Hand is at Rest
46.314,115,Hand is Moving
46.365,122,Hand is Moving
46.415,128,Hand is Moving
46.466,124,Hand is Moving
46.517,126,Hand is Moving
46.567,130,Hand is Moving
46.617,129,Hand is Moving
46.668,121,Hand is Moving
46.718,105,Hand is at Rest
46.769,87,Hand is at Rest
46.82,67,Hand is at Rest
46.87,51,Hand is at Rest
46.92,37,Hand is at Rest
46.971,28,Hand is at Rest
47.022,20,Hand is at Rest
47.072,16,Hand is at Rest
47.123,12,Hand is at Rest
47.173,10,Hand is at Rest
47.223,9,Hand is at Rest
47.275,9,Hand is at Rest
