time,filtered_emg,gesture
49.146,129,Hand is Moving
49.248,128,Hand is Moving
49.348,137,Hand is Moving
49.448,138,Hand is Moving
49.549,136,Hand is Moving
49.649,135,Hand is Moving
49.75,119,Hand is Moving
49.851,97,Hand is Moving
49.951,76,Hand is Moving
50.052,60,Hand is Moving
50.152,43,Hand is Moving
50.252,26,Hand is at Rest
50.353,13,Hand is at Rest
50.454,11,Hand is at Rest
50.554,9,Hand is at Rest
50.655,9,Hand is at Rest
50.755,8,Hand is at Rest
50.855,10,Hand is at Rest
50.956,13,Hand is at Rest
51.057,15,Hand is at Rest
51.158,22,Hand is at Rest
51.258,27,Hand is at Rest
51.358,33,Hand is at Rest
51.459,38,Hand is Moving
51.559,43,Hand is Moving
51.66,51,Hand is Moving
51.761,60,Hand is Moving
51.861,65,Hand is Moving
51.961,71,Hand is Moving
52.062,80,Hand is Moving
52.162,89,Hand is Moving
52.263,92,Hand is Moving
52.364,95,Hand is Moving
52.464,91,Hand is Moving
52.564,93,Hand is Moving
52.665,94,Hand is Moving
52.765,92,Hand is Moving
52.866,87,Hand is Moving
52.967,91,Hand is Moving
53.067,92,Hand is Moving
53.168,93,Hand is Moving
53.268,97,Hand is Moving
53.368,104,Hand is Moving
53.469,120,Hand is Moving
53.57,133,Hand is Moving
53.67,134,Hand is Moving
53.771,137,Hand is Moving
53.871,147,Hand is Moving
53.971,144,Hand is Moving
54.072,137,Hand is Moving
54.173,123,Hand is Moving
54.274,112,Hand is Moving
54.374,96,Hand is Moving
54.474,81,Hand is Moving
54.575,61,Hand is Moving
54.675,52,Hand is Moving
54.776,41,Hand is Moving
54.877,30,Hand is at Rest
54.977,20,Hand is at Rest
55.077,14,Hand is at Rest
55.178,13,Hand is at Rest
55.278,13,Hand is at Rest
55.379,13,Hand is at Rest
55.48,11,Hand is at Rest
55.58,10,Hand is at Rest
55.681,10,Hand is at Rest
55.781,11,Hand is at Rest
55.881,21,Hand is at Rest
55.983,34,Hand is at Rest
56.083,41,Hand is Moving
56.183,51,Hand is Moving
56.284,54,Hand is Moving
56.384,63,Hand is Moving
56.484,75,Hand is Moving
56.586,86,Hand is Moving
56.686,98,Hand is Moving
56.786,105,Hand is Moving
56.887,106,Hand is Moving
56.987,94,Hand is Moving
